address,bathrooms,date,discount,floor_elevator,link,price,realestate,rooms,sqft_m2
"Carrer de Sardenya, Fort Pienc",1,2020-10-22,,1,/es/inmobiliaria-erikcarlson/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757513089,1200,ERIKCARLSON,2,80
"Carrer D'homer, El Putget i el Farró",2,2020-10-22,,0,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1500,MY SPACE BARCELONA,3,140
"Carrer del Comandant Benítez, La Maternitat i Sant Ramon",1,2020-10-22,,1,/es/inmobiliaria-market-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763975449,890,MARKET HOUSE,4,79
"Carrer de València, El Camp de l'Arpa del Clot",2,2020-10-22,,1,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,1050,FINCAS DUEÑAS,2,81
"Carrer de Ballester, El Putget i el Farró",2,2020-10-22,,1,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1700,MY SPACE BARCELONA,3,85
"Calle Arc de Sant Agustí, El Raval",1,2020-10-22,,0,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,900,CASAMONA,2,58
"Carrer de Ramón y Cajal, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1700,MY SPACE BARCELONA,1,75
"Carrer del Taquígraf Garriga, 91, Barri de les Corts",1,2020-10-22,,1,/es/inmobiliaria-fincas-mediterraneo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757748934,850,FINCAS MEDITERRANEO,1,55
"Carrer de Còrsega, 498, El Camp d'en Grassot i Gràcia Nova",2,2020-10-22,,1,/es/inmobiliaria-borivil-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762362001,1570,"BORIVIL, SL",4,120
"Carrer D'aragó, 136, L'Antiga Esquerra de l'Eixample",2,2020-10-22,232 €,1,/es/inmobiliaria-borivil-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762362001,1468,"BORIVIL, SL",3,107
"Carrer de Gomis, 94, Vallcarca i els Penitents",1,2020-10-22,40 €,1,/es/inmobiliaria-borivil-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762362001,910,"BORIVIL, SL",2,70
"Carrer de Roger de Flor, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1900,MY SPACE BARCELONA,3,80
"Paseo San Gervasio, Sant Gervasi i la Bonanova",2,2020-10-22,,0,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,1700,CASAMONA,4,90
"Carrer de Sants, Sants",2,2020-10-22,,1,/es/inmobiliaria-city-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003061121,1200,CITY & PISOS,3,125
"Rocafort, La Nova Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-punt-eixample-les-corts-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754288010,1300,"PUNT EIXAMPLE-LES CORTS, S.L.",4,82
"Carrer del Turó de Monterols, Sant Gervasi- Galvany",2,2020-10-22,70 €,1,/es/inmobiliaria-maison-carree-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752741535,1050,"MAISON CARREE, S.L.",2,89
"Carrer de la Cera, El Raval",1,2020-10-22,,0,/es/inmobiliaria-garcia-assessors-associats/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752569293,570,GARCÍA ASSESSORS & ASSOCIATS,1,35
Sant Gervasi- Galvany,1,2020-10-22,,1,/es/inmobiliaria-gda-brokers-inmobiliarios-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750933819,910,"GD&A BROKERS INMOBILIARIOS, S.L",2,56
"Calle Villarroel, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,1595,CASAMONA,1,60
"Carrer de Sicília, 215, Sagrada Família",1,2020-10-22,150 €,0,/es/inmobiliaria-jeremy-fourteau/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764663646,1650,Jeremy Fourteau,1,75
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-casa-sc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755881871,1900,Casa sc,3,120
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-casa-sc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755881871,1700,Casa sc,1,87
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-casa-sc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755881871,1900,Casa sc,2,103
El Poblenou,2,2020-10-22,,1,/es/inmobiliaria-casa-sc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755881871,2500,Casa sc,3,100
"Carrer D'entença, Sant Antoni",2,2020-10-22,,1,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,870,FINCAS DUEÑAS,2,65
"Carrer del Consell de Cent, La Nova Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-1001-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752859955,960,1001 PISOS,2,86
"Carrer de Llançà, La Nova Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-fincas-carbonell/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750857990,1000,FINCAS CARBONELL,3,73
"Carrer de Galileu, Sants",1,2020-10-22,,1,/es/inmobiliaria-andor-home/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752070615,775,ANDOR HOME ,2,49
"Carrer Doctor Fleming, Les Tres Torres",3,2020-10-22,,1,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,3995,CASAMONA,4,149
"Carrer de la Indústria, Sagrada Família",2,2020-10-22,,1,/es/inmobiliaria-finques-lisa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003057930,1050,FINQUES LISA,3,75
"Carrer de Terol, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,850,FINCAS DUEÑAS,1,68
"Avinguda de Sarrià, 53, Barri de les Corts",1,2020-10-22,,1,/es/inmobiliaria-barnainmo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751787797,850,BARNAINMO,2,65
"Carrer Ausias Marc, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-withfor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761636569,2100,WITHFOR,3,140
"Carrer Balmes, L'Antiga Esquerra de l'Eixample",3,2020-10-22,500 €,1,/es/inmobiliaria-withfor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761636569,2200,WITHFOR,3,136
"Rosellon, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,,1,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,1650,CASAMONA,2,80
"Rambla de Catalunya, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-aspasios-apartments/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764332424,2200,ASPASIOS APARTMENTS,2,67
"Passeig Gracia I Faria, Diagonal Mar i el Front Marítim del Poblenou",2,2020-10-22,,0,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,7000,CASAMONA,3,120
"Pintor Jose Pinos, Horta",1,2020-10-22,,0,/es/inmobiliaria-euro-horta/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762601457,750,EURO-HORTA,3,59
"Carrer de Verdi, La Salut",1,2020-10-22,,1,/es/inmobiliaria-gda-brokers-inmobiliarios-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750933819,1190,"GD&A BROKERS INMOBILIARIOS, S.L",3,73
"Ronda Sant Pere, 45, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-cleries-administracio-de-finques/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750415321,1330,"CLERIES, ADMINISTRACIO DE FINQUES",2,60
Diagonal Mar i el Front Marítim del Poblenou,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2200,ENGEL & VOELKERS,2,134
"Carrer de Cerdanyola, Sants",1,2020-10-22,,0,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,815,FINCAS DUEÑAS,3,60
"La Rambla, El Raval",2,2020-10-22,,0,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,1300,CASAMONA,2,65
"Carrer Ramon Miquel I Planas, Sarrià",2,2020-10-22,30 €,1,/es/inmobiliaria-withfor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761636569,1970,WITHFOR,2,92
"Carrer Reina Victoria, Sant Gervasi- Galvany",3,2020-10-22,,1,/es/inmobiliaria-withfor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761636569,3700,WITHFOR,5,180
"Passatge Escudellers, 1, Barri Gòtic",1,2020-10-22,,0,/es/inmobiliaria-fincas-sancho-gil/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752559047,405,FINCAS SANCHO GIL,0,20
"Passatge Escudellers, 1, Barri Gòtic",1,2020-10-22,,0,/es/inmobiliaria-fincas-sancho-gil/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752559047,405,FINCAS SANCHO GIL,0,20
"Carrer de L'argenteria, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,0,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,1200,CASAMONA,3,55
"Carrer de Guàrdia, El Raval",1,2020-10-22,,1,/es/inmobiliaria-fincas-aguila-bonfill/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751283509,995,FINCAS AGUILÁ BONFILL,3,85
"Carrer Homer, 10, El Putget i el Farró",2,2020-10-22,,0,/es/inmobiliaria-fincas-almendros/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752226684,1600,FINCAS ALMENDROS,3,83
"Carrer Lleida, 15, El Poble Sec - Parc de Montjuïc",1,2020-10-22,,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,800,PUNTO HABITAT,2,65
L'Antiga Esquerra de l'Eixample,1,2020-10-22,50 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,750,ENGEL & VOELKERS,1,30
"Carrer de Sants, Sants-Badal",1,2020-10-22,,1,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765631692,790,,3,60
"Carrer de Teodora Lamadrid, Sant Gervasi i la Bonanova",2,2020-10-22,,1,/es/inmobiliaria-ma/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763568335,2000,M.A,4,150
"Esteràs, 7, Sants-Badal",1,2020-10-22,32 €,1,/es/inmobiliaria-sola-isern/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753824533,868,SOLA ISERN,3,0
"Gran Via de Carles III, 81, La Maternitat i Sant Ramon",4,2020-10-22,,1,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764009202,5000,,3,350
"Carrer de Santa Peronella, 8, Sant Gervasi- Galvany",1,2020-10-22,,0,/es/inmobiliaria-barnainmo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751787797,675,BARNAINMO,1,45
"Carrer de Sèneca, 27, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-marc-jimenez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202760983917,925,MARC JIMÉNEZ,1,43
"Carrer del Doctor Santponç, Sant Andreu del Palomar",2,2020-10-22,,1,/es/inmobiliaria-home-group-only-4-rent/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765187775,900,Home Group Only 4 Rent,3,90
"Carrer del Vallespir, Sants",1,2020-10-22,,0,/es/inmobiliaria-city-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003061121,1160,CITY & PISOS,2,80
"Mèxic, 22, La Font de la Guatlla",1,2020-10-22,,1,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,1100,GrupCAPITAL,2,80
"Carrer de la Murtra, El Carmel",2,2020-10-22,,1,/es/inmobiliaria-borbon-grup/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751395576,750,BORBON GRUP,0,70
"Mèxic, 22, La Font de la Guatlla",1,2020-10-22,,1,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,850,GrupCAPITAL,3,65
"Guifre, El Raval",1,2020-10-22,,0,/es/inmobiliaria-finques-victor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003016378,650,FINQUES VICTOR,1,39
"Carrer del Portal Nou, 45, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-barnainmo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751787797,725,BARNAINMO,1,45
"Sant Hipòlit, 10, Sant Andreu del Palomar",1,2020-10-22,,0,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,900,GrupCAPITAL,4,105
"Eusebi Planes, 5, Sants",1,2020-10-22,,1,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,750,GrupCAPITAL,1,50
"Blasco de Garay, 13, El Poble Sec - Parc de Montjuïc",1,2020-10-22,,0,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,850,GrupCAPITAL,2,50
"Joan de Borbó, La Barceloneta",1,2020-10-22,,1,/es/inmobiliaria-andorhome/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756794610,950,AndorHome,2,60
Sant Gervasi- Galvany,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1450,ENGEL & VOELKERS,3,90
"Carrer Hostal de Sant Antoni, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,70 €,0,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,1100,CASAMONA,1,85
"Carrer del Consell de Cent, La Nova Esquerra de l'Eixample",2,2020-10-22,,0,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,902,FINCAS DUEÑAS,3,87
"Enric Granados, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-werelocatebcn-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764677320,2500,WERELOCATEBCN SL,2,80
El Putget i el Farró,3,2020-10-22,,1,/es/inmobiliaria-atico-y-terrazas-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003055771,2800,"ATICO Y TERRAZAS, S.L.",3,170
"Carrer de Còrsega, Vila de Gràcia",3,2020-10-22,,1,/es/inmobiliaria-garlasa-trade/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763389180,2350,GARLASA TRADE,3,110
"Carrer de Larrard, La Salut",1,2020-10-22,165 €,0,/es/inmobiliaria-el-despatx-97/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753026573,825, EL DESPATX 97,2,75
"Carrer de Tapioles, El Poble Sec - Parc de Montjuïc",1,2020-10-22,,0,/es/inmobiliaria-finques-samso/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751255213,850,FINQUES SAMSO,3,84
La Sagrera,1,2020-10-22,,1,/es/inmobiliaria-mercat-inmobiliari-catala/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754274490,950,MERCAT INMOBILIARI CATALA ,3,85
"Calle de Fluvià, Provençals del Poblenou",4,2020-10-22,,1,/es/inmobiliaria-casamona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751821370,2050,CASAMONA,3,120
"De Roma, L'Antiga Esquerra de l'Eixample",1,2020-10-22,10 €,1,/es/inmobiliaria-globe-iberia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177466,860,GLOBE IBERIA,1,70
La Nova Esquerra de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,917,ENGEL & VOELKERS,1,50
"Avinguda de la Mare de Déu de Montserrat, La Salut",2,2020-10-22,100 €,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,1100,SOLFINC PISOS,2,70
"Carrer del Guadiana, Sants",2,2020-10-22,,0,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,700,FINCAS DUEÑAS,1,49
"Rocafort, La Nova Esquerra de l'Eixample",1,2020-10-22,200 €,1,/es/inmobiliaria-finques-bcn-gesting/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752196031,1100,FINQUES BCN GESTING,3,80
"Carrer del Rosselló, L'Antiga Esquerra de l'Eixample",1,2020-10-22,50 €,1,/es/inmobiliaria-finques-bcn-gesting/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752196031,1250,FINQUES BCN GESTING,3,95
"Avinguda de Madrid, La Maternitat i Sant Ramon",2,2020-10-22,100 €,1,/es/inmobiliaria-oikos-inmobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754339090,1500,OIKOS INMOBILIARIA ,4,110
"Carrer del Freser, El Camp de l'Arpa del Clot",1,2020-10-22,,0,/es/inmobiliaria-fincas-duenas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003030866,690,FINCAS DUEÑAS,1,57
"Carrer de la Indústria, El Camp de l'Arpa del Clot",2,2020-10-22,,0,/es/inmobiliaria-erikcarlson/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757513089,1100,ERIKCARLSON,2,78
Horta,1,2020-10-22,,0,/es/inmobiliaria-the-simple-rent-luxury-properties/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763884847,850,THE SIMPLE RENT LUXURY PROPERTIES,3,87
"Carrer de Les Santjoanistes, El Putget i el Farró",3,2020-10-22,,0,/es/inmobiliaria-fincas-teixidor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751532576,1573,FINCAS TEIXIDOR,3,280
"Carrer del Repartidor, Vallcarca i els Penitents",1,2020-10-22,,0,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,775,FINCAS A.G. NUÑEZ,3,48
"Espiell, Vilapicina i la Torre Llobeta",1,2020-10-22,25 €,0,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,525,FINCAS A.G. NUÑEZ,0,26
"Huelva, Sant Martí de Provençals",1,2020-10-22,,1,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,,FINCAS A.G. NUÑEZ,3,66
"Meridiana, El Camp de l'Arpa del Clot",1,2020-10-22,83 €,1,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,797,FINCAS A.G. NUÑEZ,2,65
"Carrer de Roger de Flor, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,1066,FINCAS A.G. NUÑEZ,3,67
"Carrer de Huelva, La Verneda i la Pau",1,2020-10-22,50 €,1,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,750,FINCAS A.G. NUÑEZ,3,55
"Avinguda Meridiana, El Camp de l'Arpa del Clot",1,2020-10-22,20 €,1,/es/inmobiliaria-fincas-ag-nunez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750467716,950,FINCAS A.G. NUÑEZ,4,77
"Calle Ter, El Clot",1,2020-10-22,90 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,880,HAYA REAL ESTATE SA,3,76
"Calle Lluna, El Raval",1,2020-10-22,69 €,0,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,591,HAYA REAL ESTATE SA,1,37
"Calle Arago, El Clot",1,2020-10-22,90 €,0,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,900,HAYA REAL ESTATE SA,3,66
"Bordeta, Hostafrancs",1,2020-10-22,256 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,914,HAYA REAL ESTATE SA,2,82
"Calle Rodrigo Caro, Les Roquetes",1,2020-10-22,100 €,0,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,650,HAYA REAL ESTATE SA,1,45
"Calle Pardo, El Congrés i els Indians",1,2020-10-22,200 €,0,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,890,HAYA REAL ESTATE SA,3,87
"Calle Espronceda, El Poblenou",2,2020-10-22,209 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,1731,HAYA REAL ESTATE SA,4,127
"Calle Torre Dels Pardals, El Guinardó",1,2020-10-22,80 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,800,HAYA REAL ESTATE SA,2,72
"Calle Torrent del Remei, El Coll",2,2020-10-22,292 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,868,HAYA REAL ESTATE SA,1,75
"Calle Sant Antoni Abat, El Raval",1,2020-10-22,40 €,0,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,900,HAYA REAL ESTATE SA,2,58
"Calle Sant Andreu, Sant Andreu del Palomar",2,2020-10-22,260 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,980,HAYA REAL ESTATE SA,3,86
"Calle Alcala de Guadaira, Sant Martí de Provençals",1,2020-10-22,140 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,870,HAYA REAL ESTATE SA,3,66
"Pasaje Flugier, El Guinardó",2,2020-10-22,202 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,1008,HAYA REAL ESTATE SA,2,72
"Pasaje Flaugier, El Guinardó",2,2020-10-22,60 €,1,/es/inmobiliaria-haya-real-estate-sa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763326464,1250,HAYA REAL ESTATE SA,2,130
"Carrer de Mascaró, El Guinardó",1,2020-10-22,,0,/es/inmobiliaria-borbon-grup/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751395576,750,BORBON GRUP,1,45
"Carrer de Còrsega, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,500,DOMINGUEZ,0,24
"Maragall, El Congrés i els Indians",2,2020-10-22,,1,/es/inmobiliaria-patrimonia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756542502,940,PATRIMONIA,3,65
Horta,0,2020-10-22,,0,/es/inmobiliaria-acbar-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761615353,484,ACBAR REAL ESTATE,0,19
"Carrer de Fluvià, Sant Martí de Provençals",1,2020-10-22,,0,/es/inmobiliaria-finques-giramon/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752527983,900,FINQUES GIRAMON,3,72
"Carrer del Planeta, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-fincas-teixidor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751532576,800,FINCAS TEIXIDOR,2,55
"Carrer Tapioles, El Poble Sec - Parc de Montjuïc",1,2020-10-22,,0,/es/inmobiliaria-margarita-puig/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753853531,800,MARGARITA PUIG ,1,74
L'Antiga Esquerra de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-g-habitat-mls/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754326210,1160,G. HABITAT MLS,3,85
"Rosellon, 214, Dreta de l'Eixample",2,2020-10-22,100 €,1,/es/inmobiliaria-hausmann-and-escoda/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751823444,1900,HAUSMANN AND ESCODA,4,165
"Carrer de Pepe Rubianes, La Barceloneta",1,2020-10-22,100 €,1,/es/inmobiliaria-no-limits-barceloneta/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755027744,1100,NO LIMITS BARCELONETA,3,87
"Carrer de Calderón de la Barca, El Carmel",1,2020-10-22,40 €,0,/es/inmobiliaria-sp-habitatges/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751650475,650,SP HABITATGES,1,51
"Carrer de Cristóbal de Moura, 222, El Besós i el Maresme",1,2020-10-22,,1,/es/inmobiliaria-maite/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758287001,780,Maite,3,70
"Francolí, El Putget i el Farró",1,2020-10-22,,1,/es/inmobiliaria-finques-perramon-scp/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756835929,1022,FINQUES PERRAMON S.C.P,2,62
Sant Gervasi- Galvany,1,2020-10-22,,1,/es/inmobiliaria-finques-martret-aicat-1124/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003003382,730,FINQUES MARTRET   aicat 1124,1,50
Fort Pienc,1,2020-10-22,,1,/es/inmobiliaria-finques-martret-aicat-1124/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003003382,690,FINQUES MARTRET   aicat 1124,2,40
Vila de Gràcia,1,2020-10-22,,1,/es/inmobiliaria-finques-martret-aicat-1124/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003003382,787,FINQUES MARTRET   aicat 1124,2,60
"Carrer de Casanova, 191, L'Antiga Esquerra de l'Eixample",2,2020-10-22,95 €,1,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765597735,1395,,2,85
"Carrer de la Independència, El Camp de l'Arpa del Clot",2,2020-10-22,50 €,1,/es/inmobiliaria-arrelsbcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756839325,1350,ARRELSBCN,4,84
