address,bathrooms,date,discount,floor_elevator,link,price,realestate,rooms,sqft_m2
"Avinguda de la República Argentina, El Putget i el Farró",1,2020-10-22,150 €,1,/es/inmobiliaria-rosso-tarrega/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761128721,950,ROSSO TÁRREGA,3,75
"Paseo de Gracia, Dreta de l'Eixample",2,2020-10-22,350 €,1,/es/inmobiliaria-chrysol-value-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752512415,2950,CHRYSOL VALUE REAL ESTATE,2,101
"Carrer del Torrent de L'olla, Vila de Gràcia",1,2020-10-22,50 €,1,/es/inmobiliaria-rosso-tarrega/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761128721,850,ROSSO TÁRREGA,1,55
Provençals del Poblenou,2,2020-10-22,200 €,1,/es/inmobiliaria-walter-haus-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754160431,1400,Walter Haus S.L.,2,75
"Carrer Major de Sarrià, Sarrià",6,2020-10-22,2.000 €,0,/es/inmobiliaria-habita-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751171652,10000,HABITA BARCELONA,6,504
La Maternitat i Sant Ramon,1,2020-10-22,350 €,1,/es/inmobiliaria-g-habitat-mls/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754326210,1450,G. HABITAT MLS,2,85
"Carrer del Dos de Maig, 218, El Camp de l'Arpa del Clot",2,2020-10-22,,1,/es/inmobiliaria-gestoria-inmobiliaria-hernandez-sadurni/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763896217,1200,GESTORIA INMOBILIARIA HERNANDEZ SADURNI,4,121
El Raval,2,2020-10-22,250 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1200,ENGEL & VOELKERS,2,65
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1480,ENGEL & VOELKERS,3,83
Dreta de l'Eixample,4,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,6000,ENGEL & VOELKERS,3,130
La Vila Olímpica del Poblenou,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2500,ENGEL & VOELKERS,3,150
Barri Gòtic,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1600,ENGEL & VOELKERS,2,57
Barri Gòtic,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1400,ENGEL & VOELKERS,2,55
Sarrià,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,3860,NÚÑEZ I NAVARRO,3,116
El Putget i el Farró,3,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1700,ENGEL & VOELKERS,3,130
Barri Gòtic,1,2020-10-22,190 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1190,ENGEL & VOELKERS,2,64
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,4000,ENGEL & VOELKERS,3,90
Barri Gòtic,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,1358,NÚÑEZ I NAVARRO,1,57
Sant Gervasi- Galvany,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,4300,ENGEL & VOELKERS,2,124
L'Antiga Esquerra de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1240,SH BARCELONA,1,74
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1400,SH BARCELONA,2,75
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1095,SH BARCELONA,1,48
Sarrià,1,2020-10-22,50 €,1,/es/inmobiliaria-finques-olle/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751333399,1150,FINQUES OLLE,3,85
El Raval,1,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,995,SH BARCELONA,2,60
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1350,SH BARCELONA,3,75
Sagrada Família,1,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1200,SH BARCELONA,4,80
"Carrer de Mallorca, La Nova Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-tecnocasa-estudi-avinguda-de-roma/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758070129,1075,TECNOCASA - ESTUDI AVINGUDA DE ROMA,3,74
Sant Antoni,1,2020-10-22,,1,/es/inmobiliaria-tecnocasa-avda-mistral/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752314508,900,TECNOCASA AVDA. MISTRAL,2,70
"Aribau, Sant Gervasi- Galvany",3,2020-10-22,600 €,1,/es/inmobiliaria-doma-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764298279,1900,DOMA REAL ESTATE,5,186
"Dalmacia, Sarrià",1,2020-10-22,,1,/es/inmobiliaria-vip-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751532564,1100,VIP PISOS,2,60
Sagrada Família,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,2400,AREA CASA,3,148
"Carrer del Pare Secchi, Sant Andreu del Palomar",1,2020-10-22,,0,/es/inmobiliaria-inversiones-inmobiliarias-y-financieras-sant-andreu/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758138526,540,INVERSIONES INMOBILIARIAS Y FINANCIERAS SANT ANDREU,1,32
"Rosellon, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-inveiba/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763925116,1100,INVEIBA,4,90
Barri Gòtic,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1450,AREA CASA,2,70
"Valencia, La Nova Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-somoscasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752737168,890,SOMOSCASA,1,55
"Carrer de L'escorial, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,900,DOMINGUEZ,1,48
"Plaça del Pes de la Palla, El Raval",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,900,DOMINGUEZ,2,58
Dreta de l'Eixample,3,2020-10-22,,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,2300,LUCAS FOX,4,180
El Camp de l'Arpa del Clot,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,800,AREA CASA,1,50
"Casanova, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-pia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765555245,1015,PIA,2,76
"Finlandia, Sants",1,2020-10-22,,0,/es/inmobiliaria-fincas-garvi/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752708606,825,FINCAS GARVI,3,76
"Rambla de Catalunya, 72, Dreta de l'Eixample",2,2020-10-22,200 €,1,/es/inmobiliaria-fincas-febrer/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003011553,1500,FINCAS FEBRER,3,140
La Barceloneta,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,750,AREA CASA,1,35
"Del Rosselló, 181, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1100,BARCELONA DREAM HOUSE,4,100
"Eguilaz, Les Tres Torres",3,2020-10-22,,1,/es/inmobiliaria-gestio-i-garantia-immobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753567471,2695,GESTIO I GARANTIA IMMOBILIARIA,3,166
"Pau Claris, Dreta de l'Eixample",1,2020-10-22,150 €,0,/es/inmobiliaria-gestio-i-garantia-immobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753567471,900,GESTIO I GARANTIA IMMOBILIARIA,2,50
"Carrer del Concili de Trento, Sant Martí de Provençals",2,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,960,DOMINGUEZ,4,80
Dreta de l'Eixample,3,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1725,AREA CASA,4,153
"Carrer de Santa Maria, 4, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,0,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763763250,950,,1,65
"Carrer de Mallorca, 230, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-dura-i-associats/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758873579,1700,DURA I ASSOCIATS ,5,160
La Bordeta,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1050,AREA CASA,2,100
"Passeig de Maragall, El Camp de l'Arpa del Clot",1,2020-10-22,,1,/es/inmobiliaria-finder-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762891201,860,FINDER CASA,3,58
Verdum,1,2020-10-22,,0,/es/inmobiliaria-tecnocasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761335145,654,TECNOCASA,2,51
"Ballester, El Putget i el Farró",1,2020-10-22,40 €,1,/es/inmobiliaria-inveiba/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763925116,950,INVEIBA,1,50
"Avinguda Diagonal, Sant Gervasi- Galvany",3,2020-10-22,225 €,1,/es/inmobiliaria-nou-estil-espai/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751747508,3975,NOU ESTIL ESPAI,4,243
"Calle Carrer D'escipió, El Putget i el Farró",1,2020-10-22,110 €,1,/es/inmobiliaria-cefersa-gestion-inmobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003065053,940,CEFERSA GESTION INMOBILIARIA,1,50
"Carrer de Sant Pere Més Alt, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,740,DOMINGUEZ,1,48
"Carrer Pi I Margall, 83, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,1260,PUNTO HABITAT,2,85
"Avinguda Gaudi, 2, Sagrada Família",2,2020-10-22,,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,1406,PUNTO HABITAT,3,125
Sant Gervasi- Galvany,1,2020-10-22,,0,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1300,MONIKA RÜSCH,2,75
"Avinguda de la República Argentina, El Putget i el Farró",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,750,DOMINGUEZ,1,42
"Carrer de la Legalitat, El Camp d'en Grassot i Gràcia Nova",0,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,820,DOMINGUEZ,0,58
"Del General Mitre, 13, Les Tres Torres",1,2020-10-22,35 €,1,/es/inmobiliaria-etrim-finques/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764602217,890,ETRIM FINQUES,2,55
"Del Pedró de la Creu, 47, Sarrià",1,2020-10-22,,1,/es/inmobiliaria-etrim-finques/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764602217,1250,ETRIM FINQUES,3,75
Can Baró,1,2020-10-22,125 €,1,/es/inmobiliaria-acbar-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761615353,650,ACBAR REAL ESTATE,3,61
"Guinardo, El Baix Guinardó",1,2020-10-22,350 €,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,900,Forcadell Res.Lloguers,3,80
"Pallars, Diagonal Mar i el Front Marítim del Poblenou",1,2020-10-22,98 €,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,852,Forcadell Res.Lloguers,1,59
"De la Indústria, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,50 €,1,/es/inmobiliaria-alquiler-seguro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750898737,850,ALQUILER SEGURO,3,62
La Font de la Guatlla,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1350,AREA CASA,4,87
"Passeig de Fabra I Puig, El Turó de la Peira",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,850,DOMINGUEZ,3,80
"Carrer del Torrent D'en Vidalet, Vila de Gràcia",2,2020-10-22,,0,/es/inmobiliaria-fincas-teixidor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751532576,1300,FINCAS TEIXIDOR,3,75
"Carrer de Felip II, La Sagrera",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,850,DOMINGUEZ,3,80
"Carrer Dels Tallers, El Raval",1,2020-10-22,,1,/es/inmobiliaria-administracion-monica/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752750325,880,ADMINISTRACION MONICA ,2,64
"Ramon Turrò, La Vila Olímpica del Poblenou",1,2020-10-22,200 €,1,/es/inmobiliaria-alquiler-seguro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750898737,1000,ALQUILER SEGURO,2,73
"Escorial, La Salut",2,2020-10-22,,1,/es/inmobiliaria-don-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003011417,1450,DON CASA,4,170
"Carrer D'alacant, Les Tres Torres",2,2020-10-22,100 €,1,/es/inmobiliaria-finques-jordi-castella-aribau/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003014616,1500,Finques Jordi Castellà Aribau,3,80
"Carrer de Còrsega, El Camp de l'Arpa del Clot",1,2020-10-22,,1,/es/inmobiliaria-finder-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762891201,750,FINDER CASA,2,43
"Llibertad, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-rs-group/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202759306905,750,RS GROUP,1,42
"Ronda General Mitre, Les Tres Torres",2,2020-10-22,,1,/es/inmobiliaria-gestin-3/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750437423,1100,GESTIN 3,2,73
"Carrer de la Vidrieria, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,0,/es/inmobiliaria-bproperties/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762447519,750,BPROPERTIES,2,40
"Carrer Nacio, 75, El Camp de l'Arpa del Clot",1,2020-10-22,,0,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,800,PUNTO HABITAT,1,45
"De Casp, Fort Pienc",1,2020-10-22,,1,/es/inmobiliaria-gestio-inmobiliaria-turo-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003017662,1122,"GESTIO INMOBILIARIA TURO, S.L.",4,80
"De Leiva, Hostafrancs",0,2020-10-22,,1,/es/inmobiliaria-gestio-inmobiliaria-turo-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003017662,825,"GESTIO INMOBILIARIA TURO, S.L.",0,56
"Carrer de Los Castillejos, Sagrada Família",2,2020-10-22,,1,/es/inmobiliaria-apa-immobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758360071,1050,APA IMMOBILIARIA,3,85
"Carrer Dels Comtes de Bell-lloc, Sants",1,2020-10-22,,0,/es/inmobiliaria-tecnocasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751196049,990,TECNOCASA,2,42
"Rambla de Prat, Vila de Gràcia",2,2020-10-22,,1,/es/inmobiliaria-finca-regia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763508305,2350,FINCA REGIA,5,175
"Del Pintor Pahissa, La Maternitat i Sant Ramon",1,2020-10-22,,1,/es/inmobiliaria-olle-bertran/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757335733,665,OLLE BERTRAN,0,49
"Del Pintor Pahissa, La Maternitat i Sant Ramon",1,2020-10-22,,1,/es/inmobiliaria-olle-bertran/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757335733,817,OLLE BERTRAN,2,65
"Dels Àngels, El Raval",1,2020-10-22,,1,/es/inmobiliaria-olle-bertran/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757335733,1032,OLLE BERTRAN,4,125
Barri Gòtic,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1475,AREA CASA,2,100
Barri de les Corts,1,2020-10-22,,1,/es/inmobiliaria-finques-el-pallars/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751473135,675,FINQUES EL PALLARS,2,51
La Nova Esquerra de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-merkapisocom/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752273353,900,merkapiso.com,3,77
Hostafrancs,1,2020-10-22,,1,/es/inmobiliaria-finques-el-pallars/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751473135,681,FINQUES EL PALLARS,1,44
"Santa Maria, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,900,ALL4FLAT,1,61
"Ample, Barri Gòtic",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,590,ALL4FLAT,1,28
"Carrer de Ramón y Cajal, Vila de Gràcia",2,2020-10-22,,0,/es/inmobiliaria-dura-i-associats/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758873579,1586,DURA I ASSOCIATS ,2,140
"Aribau, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1150,ALL4FLAT,4,106
"Putxet, El Putget i el Farró",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1100,ALL4FLAT,3,77
"Rossello, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1100,ALL4FLAT,4,98
"Taquigraf Serra , Barri de les Corts",1,2020-10-22,,1,/es/inmobiliaria-alquiler-seguro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750898737,1100,ALQUILER SEGURO,3,89
"Carrer del Bisbe Sivilla, Sant Gervasi i la Bonanova",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,720,DOMINGUEZ,1,50
"Carrer de la Diputació, Dreta de l'Eixample",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,950,DOMINGUEZ,2,70
"Carrer del Consell de Cent, Sagrada Família",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,880,DOMINGUEZ,3,75
"Carrer de Maspons I Labrós, El Guinardó",1,2020-10-22,,1,/es/inmobiliaria-gaudi-house-fincas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751290015,850,GAUDI HOUSE FINCAS,1,58
Vila de Gràcia,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1200,AREA CASA,3,100
La Maternitat i Sant Ramon,1,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1095,SH BARCELONA,2,50
Pedralbes,2,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1895,SH BARCELONA,3,105
La Barceloneta,1,2020-10-22,,0,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,690,SH BARCELONA,1,39
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-sh-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752325093,1100,SH BARCELONA,1,65
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1100,ENGEL & VOELKERS,1,40
"Carrer D'elisa, El Putget i el Farró",2,2020-10-22,,1,/es/inmobiliaria-innovafinca/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754607722,1250,INNOVAFINCA,4,90
"Carrer del Torrent D'en Vidalet, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-fincas-teixidor/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751532576,1100,FINCAS TEIXIDOR,2,67
"Carrer de Lepant, 133, Fort Pienc",2,2020-10-22,,0,/es/inmobiliaria-fincas-lafont/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763692267,950,FINCAS LAFONT,4,80
"Gran Via de Les Corts Catalanes, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-binsola-serveis/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761777617,1600,BINSOLA SERVEIS,3,120
Sant Antoni,2,2020-10-22,200 €,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1250,MONIKA RÜSCH,2,73
Pedralbes,1,2020-10-22,,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1350,MONIKA RÜSCH,1,60
Dreta de l'Eixample,2,2020-10-22,100 €,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1250,MONIKA RÜSCH,2,86
Barri Gòtic,2,2020-10-22,,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1200,MONIKA RÜSCH,2,80
Barri de les Corts,1,2020-10-22,,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1100,MONIKA RÜSCH,2,72
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1300,MONIKA RÜSCH,2,80
Vila de Gràcia,1,2020-10-22,,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1050,MONIKA RÜSCH,2,65
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,150 €,1,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,1000,MONIKA RÜSCH,2,48
"Carrer D'igualada, Vila de Gràcia",2,2020-10-22,,1,/es/inmobiliaria-assessors-immobiliaris-algi/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751141010,1250,ASSESSORS IMMOBILIARIS ALGI,3,106
